"Path","LineNumber","Line"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0040c8d0_FUN_0040c8d0.c","167","  FUN_00444690(local_50,s____data_TITLE_d_TIM_0045bd88,DAT_0053e848);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0040d210_FUN_0040d210.c","183","  iVar5 = FUN_00425900(s____data_TITLEBACK_TIM_0045bd9c);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0040d210_FUN_0040d210.c","189","  FUN_00444690(local_50,s____data_TITLE_d_TIM_0045bd88,DAT_0053e848);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0040d960_FUN_0040d960.c","165","  iVar8 = FUN_00425900(s____data_TITLEBACK_TIM_0045bd9c);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0040d960_FUN_0040d960.c","171","  FUN_00444690(local_50,s____data_TITLE_d_TIM_0045bd88,DAT_0053e848);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0040e600_FUN_0040e600.c","172","  iVar16 = FUN_00425900(s____data_TITLEBACK_TIM_0045bd9c);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0040e600_FUN_0040e600.c","177","  FUN_00444690(local_58,s____data_TITLE_d_TIM_0045bd88,DAT_0053e848);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\00420750_thunk_FUN_004216c0.c","16","    FUN_00421830(s____data_MENU1_aif_004a08e4,&iStack_4);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\00420750_thunk_FUN_004216c0.c","36","    FUN_00421830(s____data_MENU2_aif_004a08d0,&iStack_4);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\004216c0_FUN_004216c0.c","16","    FUN_00421830(s____data_MENU1_aif_004a08e4,&local_4);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\004216c0_FUN_004216c0.c","36","    FUN_00421830(s____data_MENU2_aif_004a08d0,&local_4);"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0042bff0_FUN_0042bff0.c","112","    local_1b0 = &PTR_s____BZE_TITLE_BZE_1_004a16f8 + param_1 * 8;"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0042bff0_FUN_0042bff0.c","113","    pcVar6 = (&PTR_s____BZE_TITLE_BZE_1_004a16f8)[param_1 * 8];"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0042bff0_FUN_0042bff0.c","167","    local_1b0 = &PTR_s____BZE_TITLE_BZE_1_004a16f8 + param_1 * 8;"
"C:\Users\patte\QeffectsGL\reverse\jdpc\decompiled\0042bff0_FUN_0042bff0.c","168","    DAT_004e1be0 = FUN_0042bd90((&PTR_s____BZE_TITLE_BZE_1_004a16f8)[param_1 * 8]);"
